,pollutantID,veh_type,start_tons,pollutant_name
0,1,heavy,0.013468258618974428,Total Gaseous HCs
1,1,light,6.185538879072275,Total Gaseous HCs
2,1,medium,1.4138665236432788,Total Gaseous HCs
3,1,transit,0.006448602394139908,Total Gaseous HCs
4,2,heavy,0.039813711133050385,CO
5,2,light,63.032165447468934,CO
6,2,medium,13.235830833044602,CO
7,2,transit,0.046447487657171355,CO
8,3,heavy,0.014406482825276684,NOx
9,3,light,3.503884595351441,NOx
10,3,medium,1.0415974882041263,NOx
11,3,transit,0.005522118912797735,NOx
12,5,heavy,0.004647367411317334,Methane
13,5,light,0.7032257248656971,Methane
14,5,medium,0.3008927687531398,Methane
15,5,transit,0.0016978934785188747,Methane
16,6,heavy,0.00038907778980268803,N20
17,6,light,0.25215299024248483,N20
18,6,medium,0.07691449016718642,N20
19,6,transit,0.0004082000315353152,N20
20,79,heavy,0.00881772049274351,Non-methane HCs
21,79,light,5.473278306946203,Non-methane HCs
22,79,medium,1.1114180820494035,Non-methane HCs
23,79,transit,0.0047423968862504735,Non-methane HCs
24,87,heavy,0.0031253032792858213,VOCs
25,87,light,3.721874834009458,VOCs
26,87,medium,0.7514583977290912,VOCs
27,87,transit,0.00347109658142073,VOCs
28,90,heavy,1.4917735802230232,Atmospheric CO2
29,90,light,1030.0565527018841,Atmospheric CO2
30,90,medium,156.1022063921363,Atmospheric CO2
31,90,transit,0.5279053813917574,Atmospheric CO2
32,91,heavy,20301.885895083185,Total Energy
33,91,light,14326699.68167324,Total Energy
34,91,medium,2163786.6733057294,Total Energy
35,91,transit,7258.55396011173,Total Energy
36,98,heavy,1.7239034578384773,CO2 Equivalent
37,98,light,1122.779048242133,CO2 Equivalent
38,98,medium,186.54483028425392,CO2 Equivalent
39,98,transit,0.691996015922165,CO2 Equivalent
40,100,heavy,9.905575408959817e-05,PM10 Exhaust
41,100,light,0.19289697663638952,PM10 Exhaust
42,100,medium,0.03436205685292103,PM10 Exhaust
43,100,transit,0.00017136713996003015,PM10 Exhaust
44,110,heavy,9.111649727815568e-05,PM25 Exhaust
45,110,light,0.1706969207454323,PM25 Exhaust
46,110,medium,0.030438881375312855,PM25 Exhaust
47,110,transit,0.0001524180374704397,PM25 Exhaust
48,112,heavy,2.6938902098619066e-05,Elemental Carbon
49,112,light,0.10003670262544975,Elemental Carbon
50,112,medium,0.016264126194589036,Elemental Carbon
51,112,transit,6.41698834704426e-05,Elemental Carbon
52,115,heavy,2.6510306105364006e-05,Sulfate Particulate
53,115,light,0.0020152285948227258,Sulfate Particulate
54,115,medium,0.0006377761778180537,Sulfate Particulate
55,115,transit,6.6471896687992745e-06,Sulfate Particulate
56,118,heavy,6.417864655132047e-05,Composite NonECPM
57,118,light,0.07066001031595937,Composite NonECPM
58,118,medium,0.014174750835870813,Composite NonECPM
59,118,transit,8.824799792085547e-05,Composite NonECPM
60,119,heavy,0.0,H20 Aerosol
61,119,light,0.0,H20 Aerosol
62,119,medium,0.0,H20 Aerosol
63,119,transit,0.0,H20 Aerosol
0,PM10,heavy,9.905575408959817e-05,PM10 Total
1,PM10,light,0.19289697663638952,PM10 Total
2,PM10,medium,0.03436205685292103,PM10 Total
3,PM10,transit,0.00017136713996003015,PM10 Total
0,PM25,heavy,9.111649727815568e-05,PM25 Total
1,PM25,light,0.1706969207454323,PM25 Total
2,PM25,medium,0.030438881375312855,PM25 Total
3,PM25,transit,0.0001524180374704397,PM25 Total
0,PM10,heavy,9.905575408959817e-05,PM10 Total
1,PM10,light,0.19289697663638952,PM10 Total
2,PM10,medium,0.03436205685292103,PM10 Total
3,PM10,transit,0.00017136713996003015,PM10 Total
0,PM25,heavy,9.111649727815568e-05,PM25 Total
1,PM25,light,0.1706969207454323,PM25 Total
2,PM25,medium,0.030438881375312855,PM25 Total
3,PM25,transit,0.0001524180374704397,PM25 Total
