,pollutantID,veh_type,start_tons,pollutant_name
0,1,heavy,0.00402732820129244,Total Gaseous HCs
1,1,light,2.437745954848479,Total Gaseous HCs
2,1,medium,0.3410257629346476,Total Gaseous HCs
3,1,transit,0.0011716955314853437,Total Gaseous HCs
4,2,heavy,0.008943311353119536,CO
5,2,light,23.742841827035193,CO
6,2,medium,1.37661221212506,CO
7,2,transit,0.006854127706562286,CO
8,3,heavy,0.005951686551530881,NOx
9,3,light,1.4919175271981133,NOx
10,3,medium,0.23953508410007648,NOx
11,3,transit,0.0011811102844219588,NOx
12,5,heavy,0.0013918868757384734,Methane
13,5,light,0.29687421444159845,Methane
14,5,medium,0.10572548357848645,Methane
15,5,transit,0.00035717167961516074,Methane
16,6,heavy,2.4959315145097433e-05,N20
17,6,light,0.10453394979777053,N20
18,6,medium,0.02017146157584744,N20
19,6,transit,0.00010493336533713117,N20
20,79,heavy,0.0026351650216766697,Non-methane HCs
21,79,light,2.1374298782746775,Non-methane HCs
22,79,medium,0.23507554949855558,Non-methane HCs
23,79,transit,0.0008124065392853048,Non-methane HCs
24,87,heavy,0.0009149671277398393,VOCs
25,87,light,1.371674394613753,VOCs
26,87,medium,0.11725052845341975,VOCs
27,87,transit,0.0007480019515114906,VOCs
28,90,heavy,0.5090962995531173,Atmospheric CO2
29,90,light,399.9725170609224,Atmospheric CO2
30,90,medium,15.97523355289189,Atmospheric CO2
31,90,transit,0.09654803534894794,Atmospheric CO2
32,91,heavy,6874.030563301631,Total Energy
33,91,light,5498699.4613632485,Total Energy
34,91,medium,217524.2544606964,Total Energy
35,91,transit,1336.5411856911057,Total Energy
36,98,heavy,0.5513313329443088,CO2 Equivalent
37,98,light,438.54560311632736,CO2 Equivalent
38,98,medium,24.62945477297518,CO2 Equivalent
39,98,transit,0.1367476007072435,CO2 Equivalent
40,100,heavy,2.664792683054388e-05,PM10 Exhaust
41,100,light,0.07835777130931734,PM10 Exhaust
42,100,medium,0.005406928567145429,PM10 Exhaust
43,100,transit,3.22350488451075e-05,PM10 Exhaust
44,110,heavy,2.4513478528119105e-05,PM25 Exhaust
45,110,light,0.06935484719098634,PM25 Exhaust
46,110,medium,0.004792449520959491,PM25 Exhaust
47,110,transit,2.8582327640258208e-05,PM25 Exhaust
48,112,heavy,7.295723758592403e-06,Elemental Carbon
49,112,light,0.04036955655146439,Elemental Carbon
50,112,medium,0.0020872387580792226,Elemental Carbon
51,112,transit,1.22243726143208e-05,Elemental Carbon
52,115,heavy,6.907276990879452e-06,Sulfate Particulate
53,115,light,0.0007738297275470742,Sulfate Particulate
54,115,medium,0.00011726902807243005,Sulfate Particulate
55,115,transit,1.0398145884352017e-06,Sulfate Particulate
56,118,heavy,1.721776313653099e-05,Composite NonECPM
57,118,light,0.0289852996462861,Composite NonECPM
58,118,medium,0.002705213536469161,Composite NonECPM
59,118,transit,1.63579365092969e-05,Composite NonECPM
60,119,heavy,0.0,H20 Aerosol
61,119,light,0.0,H20 Aerosol
62,119,medium,0.0,H20 Aerosol
63,119,transit,0.0,H20 Aerosol
0,PM10,heavy,2.664792683054388e-05,PM10 Total
1,PM10,light,0.07835777130931734,PM10 Total
2,PM10,medium,0.005406928567145429,PM10 Total
3,PM10,transit,3.22350488451075e-05,PM10 Total
0,PM25,heavy,2.4513478528119105e-05,PM25 Total
1,PM25,light,0.06935484719098634,PM25 Total
2,PM25,medium,0.004792449520959491,PM25 Total
3,PM25,transit,2.8582327640258208e-05,PM25 Total
0,PM10,heavy,2.664792683054388e-05,PM10 Total
1,PM10,light,0.07835777130931734,PM10 Total
2,PM10,medium,0.005406928567145429,PM10 Total
3,PM10,transit,3.22350488451075e-05,PM10 Total
0,PM25,heavy,2.4513478528119105e-05,PM25 Total
1,PM25,light,0.06935484719098634,PM25 Total
2,PM25,medium,0.004792449520959491,PM25 Total
3,PM25,transit,2.8582327640258208e-05,PM25 Total
