,pollutantID,veh_type,start_tons,pollutant_name
0,1,heavy,0.010172812927848407,Total Gaseous HCs
1,1,light,6.157614260574645,Total Gaseous HCs
2,1,medium,0.8614126081896246,Total Gaseous HCs
3,1,transit,0.005022457061988528,Total Gaseous HCs
4,2,heavy,0.022590320133728168,CO
5,2,light,59.97313261045172,CO
6,2,medium,3.4772478944342478,CO
7,2,transit,0.029380125790831855,CO
8,3,heavy,0.015033637902787457,NOx
9,3,light,3.7685028757015706,NOx
10,3,medium,0.6050526498993849,NOx
11,3,transit,0.005062813273224936,NOx
12,5,heavy,0.0035158308674894867,Methane
13,5,light,0.7498881878182035,Methane
14,5,medium,0.2670568457284153,Methane
15,5,transit,0.0015310115780260676,Methane
16,6,heavy,6.304587833114934e-05,N20
17,6,light,0.26404709592840026,N20
18,6,medium,0.050952019511726364,N20
19,6,transit,0.0004497954524991623,N20
20,79,heavy,0.0066562841317287,Non-methane HCs
21,79,light,5.3990321154119405,Non-methane HCs
22,79,medium,0.593788107011626,Non-methane HCs
23,79,transit,0.0034823696521797125,Non-methane HCs
24,87,heavy,0.002311157412659124,VOCs
25,87,light,3.4647752348188092,VOCs
26,87,medium,0.29616848491891623,VOCs
27,87,transit,0.0032063002570195246,VOCs
28,90,heavy,1.285949681466667,Atmospheric CO2
29,90,light,1010.3089167244069,Atmospheric CO2
30,90,medium,40.35257478148987,Atmospheric CO2
31,90,transit,0.4138518488200851,Atmospheric CO2
32,91,heavy,17363.42892499765,Total Energy
33,91,light,13889417.04551367,Total Energy
34,91,medium,549454.4862741065,Total Energy
35,91,transit,5729.065731097551,Total Energy
36,98,heavy,1.3926330884837903,CO2 Equivalent
37,98,light,1107.7424430919639,CO2 Equivalent
38,98,medium,62.212668895466095,CO2 Equivalent
39,98,transit,0.5861667424910493,CO2 Equivalent
40,100,heavy,6.731121999819123e-05,PM10 Exhaust
41,100,light,0.19792748669378452,PM10 Exhaust
42,100,medium,0.013657608736769519,PM10 Exhaust
43,100,transit,0.0001381751012657851,PM10 Exhaust
44,110,heavy,6.19197191819025e-05,PM25 Exhaust
45,110,light,0.1751865879435896,PM25 Exhaust
46,110,medium,0.01210546794453753,PM25 Exhaust
47,110,transit,0.000122517761182296,PM25 Exhaust
48,112,heavy,1.8428603098600632e-05,Elemental Carbon
49,112,light,0.1019713135488815,Elemental Carbon
50,112,medium,0.0052722520640062324,Elemental Carbon
51,112,transit,5.239960801706159e-05,Elemental Carbon
52,115,heavy,1.7447407600527465e-05,Sulfate Particulate
53,115,light,0.001954651983371511,Sulfate Particulate
54,115,medium,0.00029621521395464963,Sulfate Particulate
55,115,transit,4.457151181779e-06,Sulfate Particulate
56,118,heavy,4.3491137217901566e-05,Composite NonECPM
57,118,light,0.0732152971453066,Composite NonECPM
58,118,medium,0.006833222886466631,Composite NonECPM
59,118,transit,7.011807379390509e-05,Composite NonECPM
60,119,heavy,0.0,H20 Aerosol
61,119,light,0.0,H20 Aerosol
62,119,medium,0.0,H20 Aerosol
63,119,transit,0.0,H20 Aerosol
0,PM10,heavy,6.731121999819123e-05,PM10 Total
1,PM10,light,0.19792748669378452,PM10 Total
2,PM10,medium,0.013657608736769519,PM10 Total
3,PM10,transit,0.0001381751012657851,PM10 Total
0,PM25,heavy,6.19197191819025e-05,PM25 Total
1,PM25,light,0.1751865879435896,PM25 Total
2,PM25,medium,0.01210546794453753,PM25 Total
3,PM25,transit,0.000122517761182296,PM25 Total
0,PM10,heavy,6.731121999819123e-05,PM10 Total
1,PM10,light,0.19792748669378452,PM10 Total
2,PM10,medium,0.013657608736769519,PM10 Total
3,PM10,transit,0.0001381751012657851,PM10 Total
0,PM25,heavy,6.19197191819025e-05,PM25 Total
1,PM25,light,0.1751865879435896,PM25 Total
2,PM25,medium,0.01210546794453753,PM25 Total
3,PM25,transit,0.000122517761182296,PM25 Total
