,pollutantID,veh_type,start_tons,pollutant_name
0,1,heavy,0.01294267404985043,Total Gaseous HCs
1,1,light,6.5976450106100835,Total Gaseous HCs
2,1,medium,1.4754410893915253,Total Gaseous HCs
3,1,transit,0.00646546106752232,Total Gaseous HCs
4,2,heavy,0.04312616389392965,CO
5,2,light,68.25564520142821,CO
6,2,medium,15.431818562594394,CO
7,2,transit,0.052925891988431596,CO
8,3,heavy,0.011518613463879987,NOx
9,3,light,3.739387378711724,NOx
10,3,medium,1.125438838961026,NOx
11,3,transit,0.0050411607945852225,NOx
12,5,heavy,0.00427762523184946,Methane
13,5,light,0.7610089333302791,Methane
14,5,medium,0.30147006915648056,Methane
15,5,transit,0.0016071189126645384,Methane
16,6,heavy,0.00032077684345143304,N20
17,6,light,0.2732286087807849,N20
18,6,medium,0.0841002854440246,N20
19,6,transit,0.0004194284600845401,N20
20,79,heavy,0.00866259683566041,Non-methane HCs
21,79,light,5.826793635198402,Non-methane HCs
22,79,medium,1.172266162531164,Non-methane HCs
23,79,transit,0.004850006889834366,Non-methane HCs
24,87,heavy,0.0031227416995954597,VOCs
25,87,light,3.915438362818279,VOCs
26,87,medium,0.8181461514137708,VOCs
27,87,transit,0.003509854343788949,VOCs
28,90,heavy,1.449707499546298,Atmospheric CO2
29,90,light,1012.0865637416176,Atmospheric CO2
30,90,medium,153.07531192811666,Atmospheric CO2
31,90,transit,0.5311166929476269,Atmospheric CO2
32,91,heavy,19719.683893589136,Total Energy
33,91,light,14077704.026152587,Total Energy
34,91,medium,2121807.0104629328,Total Energy
35,91,transit,7303.167252729325,Total Energy
36,98,heavy,1.6522401052391247,CO2 Equivalent
37,98,light,1112.5340181693432,CO2 Equivalent
38,98,medium,185.67369701807175,CO2 Equivalent
39,98,transit,0.6962841253079124,CO2 Equivalent
40,100,heavy,0.00011039650963760343,PM10 Exhaust
41,100,light,0.18468423158342123,PM10 Exhaust
42,100,medium,0.033258495782534356,PM10 Exhaust
43,100,transit,0.00015426232445678054,PM10 Exhaust
44,110,heavy,0.00010155084927718413,PM25 Exhaust
45,110,light,0.16342521814385272,PM25 Exhaust
46,110,medium,0.029466742997246217,PM25 Exhaust
47,110,transit,0.0001374026654634929,PM25 Exhaust
48,112,heavy,3.26346924573304e-05,Elemental Carbon
49,112,light,0.09017226194116758,Elemental Carbon
50,112,medium,0.015076086687393743,Elemental Carbon
51,112,transit,5.760467870630433e-05,Elemental Carbon
52,115,heavy,2.322839420188452e-05,Sulfate Particulate
53,115,light,0.0017669923602206168,Sulfate Particulate
54,115,medium,0.0005779847489445824,Sulfate Particulate
55,115,transit,5.899159404266389e-06,Sulfate Particulate
56,118,heavy,6.891691488824454e-05,Composite NonECPM
57,118,light,0.07325275762885976,Composite NonECPM
58,118,medium,0.014390642310252619,Composite NonECPM
59,118,transit,7.97978323563173e-05,Composite NonECPM
60,119,heavy,0.0,H20 Aerosol
61,119,light,0.0,H20 Aerosol
62,119,medium,0.0,H20 Aerosol
63,119,transit,0.0,H20 Aerosol
0,PM10,heavy,0.00011039650963760343,PM10 Total
1,PM10,light,0.18468423158342123,PM10 Total
2,PM10,medium,0.033258495782534356,PM10 Total
3,PM10,transit,0.00015426232445678054,PM10 Total
0,PM25,heavy,0.00010155084927718413,PM25 Total
1,PM25,light,0.16342521814385272,PM25 Total
2,PM25,medium,0.029466742997246217,PM25 Total
3,PM25,transit,0.0001374026654634929,PM25 Total
0,PM10,heavy,0.00011039650963760343,PM10 Total
1,PM10,light,0.18468423158342123,PM10 Total
2,PM10,medium,0.033258495782534356,PM10 Total
3,PM10,transit,0.00015426232445678054,PM10 Total
0,PM25,heavy,0.00010155084927718413,PM25 Total
1,PM25,light,0.16342521814385272,PM25 Total
2,PM25,medium,0.029466742997246217,PM25 Total
3,PM25,transit,0.0001374026654634929,PM25 Total
