,pollutantID,veh_type,start_tons,pollutant_name
0,1,heavy,0.01311767527998568,Total Gaseous HCs
1,1,light,6.465822861543838,Total Gaseous HCs
2,1,medium,1.455902715019652,Total Gaseous HCs
3,1,transit,0.006459841509728183,Total Gaseous HCs
4,2,heavy,0.042063404610516046,CO
5,2,light,66.57983689909163,CO
6,2,medium,14.723024104935048,CO
7,2,transit,0.05076642387801152,CO
8,3,heavy,0.012460973633142174,NOx
9,3,light,3.6640461385688594,NOx
10,3,medium,1.0985502967323195,NOx
11,3,transit,0.0052014801673227265,NOx
12,5,heavy,0.004399181253413851,Methane
13,5,light,0.7424727139822473,Methane
14,5,medium,0.3013795477488179,Methane
15,5,transit,0.0016373771012826504,Methane
16,6,heavy,0.0003430801630918259,N20
17,6,light,0.2664663838191275,N20
18,6,medium,0.08179176657650966,N20
19,6,transit,0.00041568565056813176,N20
20,79,heavy,0.008715807643366883,Non-methane HCs
21,79,light,5.713767028712178,Non-methane HCs
22,79,medium,1.1528662501676545,Non-methane HCs
23,79,transit,0.004814136888639736,Non-methane HCs
24,87,heavy,0.0031245802961345865,VOCs
25,87,light,3.8537854299612313,VOCs
26,87,medium,0.7967340785488138,VOCs
27,87,transit,0.0034969350896662094,VOCs
28,90,heavy,1.4638473420512454,Atmospheric CO2
29,90,light,1018.2534288652622,Atmospheric CO2
30,90,medium,154.1084626407908,Atmospheric CO2
31,90,transit,0.5300462557623371,Atmospheric CO2
32,91,heavy,19915.27082664398,Total Energy
33,91,light,14163170.71438773,Total Energy
34,91,medium,2136135.2835215796,Total Energy
35,91,transit,7288.296155190126,Total Energy
36,98,heavy,1.6760652492029036,CO2 Equivalent
37,98,light,1116.2223853954883,CO2 Equivalent
38,98,medium,186.0166584422087,CO2 Equivalent
39,98,transit,0.6948547555126634,CO2 Equivalent
40,100,heavy,0.0001067459679233171,PM10 Exhaust
41,100,light,0.18741313162537063,PM10 Exhaust
42,100,medium,0.03362790257152323,PM10 Exhaust
43,100,transit,0.0001599639296245304,PM10 Exhaust
44,110,heavy,9.81920678912658e-05,PM25 Exhaust
45,110,light,0.1658414007911801,PM25 Exhaust
46,110,medium,0.02979221170469104,PM25 Exhaust
47,110,transit,0.00014240778946580848,PM25 Exhaust
48,112,heavy,3.0793892774886945e-05,Elemental Carbon
49,112,light,0.09340756825978369,Elemental Carbon
50,112,medium,0.015467094131994177,Elemental Carbon
51,112,transit,5.9793080294350414e-05,Elemental Carbon
52,115,heavy,2.430260307727012e-05,Sulfate Particulate
53,115,light,0.0018482462756814152,Sulfate Particulate
54,115,medium,0.0005976050650898294,Sulfate Particulate
55,115,transit,6.14850282577735e-06,Sulfate Particulate
56,118,heavy,6.739902876191703e-05,Composite NonECPM
57,118,light,0.07243363089349188,Composite NonECPM
58,118,medium,0.01432510670668685,Composite NonECPM
59,118,transit,8.261455421116338e-05,Composite NonECPM
60,119,heavy,0.0,H20 Aerosol
61,119,light,0.0,H20 Aerosol
62,119,medium,0.0,H20 Aerosol
63,119,transit,0.0,H20 Aerosol
0,PM10,heavy,0.0001067459679233171,PM10 Total
1,PM10,light,0.18741313162537063,PM10 Total
2,PM10,medium,0.03362790257152323,PM10 Total
3,PM10,transit,0.0001599639296245304,PM10 Total
0,PM25,heavy,9.81920678912658e-05,PM25 Total
1,PM25,light,0.1658414007911801,PM25 Total
2,PM25,medium,0.02979221170469104,PM25 Total
3,PM25,transit,0.00014240778946580848,PM25 Total
0,PM10,heavy,0.0001067459679233171,PM10 Total
1,PM10,light,0.18741313162537063,PM10 Total
2,PM10,medium,0.03362790257152323,PM10 Total
3,PM10,transit,0.0001599639296245304,PM10 Total
0,PM25,heavy,9.81920678912658e-05,PM25 Total
1,PM25,light,0.1658414007911801,PM25 Total
2,PM25,medium,0.02979221170469104,PM25 Total
3,PM25,transit,0.00014240778946580848,PM25 Total
