,pollutantID,veh_type,start_tons,pollutant_name
0,1,heavy,0.012593252468298172,Total Gaseous HCs
1,1,light,6.844649624403495,Total Gaseous HCs
2,1,medium,1.5115583955026461,Total Gaseous HCs
3,1,transit,0.0064767001831105946,Total Gaseous HCs
4,2,heavy,0.045127507550118406,CO
5,2,light,71.41120695915164,CO
6,2,medium,16.779803121341313,CO
7,2,transit,0.05724482820927177,CO
8,3,heavy,0.00969468197896575,NOx
9,3,light,3.8805907960657664,NOx
10,3,medium,1.176040199347657,NOx
11,3,transit,0.004720522049110213,NOx
12,5,heavy,0.004039587303495372,Methane
13,5,light,0.7959068216058557,Methane
14,5,medium,0.30134537579145276,Methane
15,5,transit,0.0015466025354283143,Methane
16,6,heavy,0.0002775611916007234,N20
17,6,light,0.2859641150507716,N20
18,6,medium,0.08845708450476118,N20
19,6,transit,0.0004269140791173567,N20
20,79,heavy,0.008551666454211147,Non-methane HCs
21,79,light,6.038411339377323,Non-methane HCs
22,79,medium,1.2084176438669494,Non-methane HCs
23,79,transit,0.004921746892223627,Non-methane HCs
24,87,heavy,0.0031161102965901865,VOCs
25,87,light,4.0301394982946945,VOCs
26,87,medium,0.8585187620538757,VOCs
27,87,transit,0.0035356928520344283,VOCs
28,90,heavy,1.4210743676982855,Atmospheric CO2
29,90,light,999.2222270836601,Atmospheric CO2
30,90,medium,150.93645282876557,Atmospheric CO2
31,90,transit,0.5332575673182066,Atmospheric CO2
32,91,heavy,19323.951229808914,Total Energy
33,91,light,13899366.240497516,Total Energy
34,91,medium,2092145.3080124955,Total Energy
35,91,transit,7332.909447807722,Total Energy
36,98,heavy,1.6047777380195813,CO2 Equivalent
37,98,light,1104.3372121114076,CO2 Equivalent
38,98,medium,184.83002316356902,CO2 Equivalent
39,98,transit,0.6991428648984108,CO2 Equivalent
40,100,heavy,0.00011730846266102994,PM10 Exhaust
41,100,light,0.1792524764266424,PM10 Exhaust
42,100,medium,0.03251502290797667,PM10 Exhaust
43,100,transit,0.00014285911412128077,PM10 Exhaust
44,110,heavy,0.00010791040420774731,PM25 Exhaust
45,110,light,0.15861600750879534,PM25 Exhaust
46,110,medium,0.028811537838088708,PM25 Exhaust
47,110,transit,0.0001273924174588617,PM25 Exhaust
48,112,heavy,3.614290051083634e-05,Elemental Carbon
49,112,light,0.08386017103236908,Elemental Carbon
50,112,medium,0.01430908897158686,Elemental Carbon
51,112,transit,5.3227875530212156e-05,Elemental Carbon
52,115,heavy,2.1139261728435977e-05,Sulfate Particulate
53,115,light,0.0016089590175187322,Sulfate Particulate
54,115,medium,0.0005396745970918175,Sulfate Particulate
55,115,transit,5.4004725612444665e-06,Sulfate Particulate
56,118,heavy,7.176807718295792e-05,Composite NonECPM
57,118,light,0.07475564399279869,Composite NonECPM
58,118,medium,0.014502428853699652,Composite NonECPM
59,118,transit,7.416438864662517e-05,Composite NonECPM
60,119,heavy,0.0,H20 Aerosol
61,119,light,0.0,H20 Aerosol
62,119,medium,0.0,H20 Aerosol
63,119,transit,0.0,H20 Aerosol
0,PM10,heavy,0.00011730846266102994,PM10 Total
1,PM10,light,0.1792524764266424,PM10 Total
2,PM10,medium,0.03251502290797667,PM10 Total
3,PM10,transit,0.00014285911412128077,PM10 Total
0,PM25,heavy,0.00010791040420774731,PM25 Total
1,PM25,light,0.15861600750879534,PM25 Total
2,PM25,medium,0.028811537838088708,PM25 Total
3,PM25,transit,0.0001273924174588617,PM25 Total
0,PM10,heavy,0.00011730846266102994,PM10 Total
1,PM10,light,0.1792524764266424,PM10 Total
2,PM10,medium,0.03251502290797667,PM10 Total
3,PM10,transit,0.00014285911412128077,PM10 Total
0,PM25,heavy,0.00010791040420774731,PM25 Total
1,PM25,light,0.15861600750879534,PM25 Total
2,PM25,medium,0.028811537838088708,PM25 Total
3,PM25,transit,0.0001273924174588617,PM25 Total
