,pollutantID,veh_type,start_tons,pollutant_name
0,1,heavy,0.0013974163966301956,Total Gaseous HCs
1,1,light,0.8458576003393459,Total Gaseous HCs
2,1,medium,0.11833030956981948,Total Gaseous HCs
3,1,transit,0.0005826810210629818,Total Gaseous HCs
4,2,heavy,0.0031031813898374475,CO
5,2,light,8.23837413127855,CO
6,2,medium,0.4776617104132648,CO
7,2,transit,0.0034085391838039477,CO
8,3,heavy,0.0020651369739480415,NOx
9,3,light,0.5176707511092741,NOx
10,3,medium,0.08311471957567775,NOx
11,3,transit,0.0005873629522530822,NOx
12,5,heavy,0.00048296176650989604,Methane
13,5,light,0.10301045116319639,Methane
14,5,medium,0.03668499732572585,Methane
15,5,transit,0.00017762051094375564,Methane
16,6,heavy,8.660470289266812e-06,N20
17,6,light,0.0362715547754572,N20
18,6,medium,0.006999164145857092,N20
19,6,transit,5.218307897846523e-05,N20
20,79,heavy,0.0009143587572365197,Non-methane HCs
21,79,light,0.7416528798397348,Non-methane HCs
22,79,medium,0.08156733469368449,Non-methane HCs
23,79,transit,0.0004040075762932327,Non-methane HCs
24,87,heavy,0.00031747848766608205,VOCs
25,87,light,0.4759483692577926,VOCs
26,87,medium,0.04068399762447531,VOCs
27,87,transit,0.0003719793488597683,VOCs
28,90,heavy,0.1766480110140954,Atmospheric CO2
29,90,light,138.78386006956518,Atmospheric CO2
30,90,medium,5.54314229956322,Atmospheric CO2
31,90,transit,0.04801307703839574,Atmospheric CO2
32,91,heavy,2385.1751185841035,Total Energy
33,91,light,1907957.9322551133,Total Energy
34,91,medium,75477.32507884166,Total Energy
35,91,transit,664.6583193707122,Total Energy
36,98,heavy,0.19130287032110052,CO2 Equivalent
37,98,light,152.16808410801136,CO2 Equivalent
38,98,medium,8.546014185973753,CO2 Equivalent
39,98,transit,0.06800421224360219,CO2 Equivalent
40,100,heavy,9.246390665963935e-06,PM10 Exhaust
41,100,light,0.027188852995864408,PM10 Exhaust
42,100,medium,0.001876114947054096,PM10 Exhaust
43,100,transit,1.6030402668918324e-05,PM10 Exhaust
44,110,heavy,8.505772343719757e-06,PM25 Exhaust
45,110,light,0.024064986960676164,PM25 Exhaust
46,110,medium,0.0016629008627760012,PM25 Exhaust
47,110,transit,1.4213914285966242e-05,PM25 Exhaust
48,112,heavy,2.5314956954016554e-06,Elemental Carbon
49,112,light,0.014007569641729806,Elemental Carbon
50,112,medium,0.0007242373897627511,Elemental Carbon
51,112,transit,6.07914746225683e-06,Elemental Carbon
52,115,heavy,2.3967110800713534e-06,Sulfate Particulate
53,115,light,0.00026850613990861985,Sulfate Particulate
54,115,medium,4.069041668685223e-05,Sulfate Particulate
55,115,transit,5.170969845191274e-07,Sulfate Particulate
56,118,heavy,5.974279551530455e-06,Composite NonECPM
57,118,light,0.01005742044414483,Composite NonECPM
58,118,medium,0.0009386644354028054,Composite NonECPM
59,118,transit,8.134757615434135e-06,Composite NonECPM
60,119,heavy,0.0,H20 Aerosol
61,119,light,0.0,H20 Aerosol
62,119,medium,0.0,H20 Aerosol
63,119,transit,0.0,H20 Aerosol
0,PM10,heavy,9.246390665963935e-06,PM10 Total
1,PM10,light,0.027188852995864408,PM10 Total
2,PM10,medium,0.001876114947054096,PM10 Total
3,PM10,transit,1.6030402668918324e-05,PM10 Total
0,PM25,heavy,8.505772343719757e-06,PM25 Total
1,PM25,light,0.024064986960676164,PM25 Total
2,PM25,medium,0.0016629008627760012,PM25 Total
3,PM25,transit,1.4213914285966242e-05,PM25 Total
0,PM10,heavy,9.246390665963935e-06,PM10 Total
1,PM10,light,0.027188852995864408,PM10 Total
2,PM10,medium,0.001876114947054096,PM10 Total
3,PM10,transit,1.6030402668918324e-05,PM10 Total
0,PM25,heavy,8.505772343719757e-06,PM25 Total
1,PM25,light,0.024064986960676164,PM25 Total
2,PM25,medium,0.0016629008627760012,PM25 Total
3,PM25,transit,1.4213914285966242e-05,PM25 Total
